categoria,archivo_imagen,descripcion,ficha_tecnica,codigo,imagen_nombre
Toyota,KIT_ARANDELAS_CONCAVAS_DIRECCION_AUTOELEVADOR_TOYOTA_-_x8u_(AMBOS_LADOS)_-_comprar_online.webp,KIT ARANDELAS CONCAVAS DIRECCION AUTOELEVADOR TOYOTA - x8u (AMBOS LADOS),"Kit Arandelas Cóncavas dirección / eje trasero Autoelevador Toyota -x8u (ambos lados).
Este kit es por ambos lados, agregar una unidad al carrito de compra por cada autoelevador.
Aplica a Autoelevadores de la serie 8/Z
CONTIENE
8u Arandelas Cóncavas
APLICACION
32-8FG18
32-8FG20
32-8FG25
62-8FD18
62-8FD20
62-8DF25
FDZN20
FDZN25
FGZN20
FGZN25",,KIT_ARANDELAS_CONCAVAS_DIRECCION_AUTOELEVADOR_TOYOTA_x8u_(AMBOS_LADOS).webp
Toyota,KIT_SELLOS_CILINDRO_DIRECCION_AUTOELEVADOR_TOYOTA_FDZN20_25_-_SERIE_8_-_comprar_online.webp,KIT SELLOS CILINDRO DIRECCION AUTOELEVADOR TOYOTA FDZN20/25 - SERIE 8,"Kit Sellos reparacion cilindro direccion autoelevador Toyota
Codigo 04433-20110-71
4302-01K
Diametro Camisa 80mm
Diametro Vastago 50mm
FDZN20 FDZN25
FGZN20
FGZN25
62-8FD25
32-8GF25",04433-20110-71,KIT_SELLOS_CILINDRO_DIRECCION_AUTOELEVADOR_TOYOTA_FDZN20_25_SERIE_8.webp
Toyota,JUEGO_JUNTAS_TRANSMISION_AUTOELEVADOR_TOYOTA_SERIE_8_2500KG_3000KG_1800KG_-_comprar_online.webp,JUEGO JUNTAS TRANSMISION AUTOELEVADOR TOYOTA SERIE 8 2500KG 3000KG 1800KG,"Juego de Juntas Sellos Aros Retenes Autoelevador TOYOTA
Con este kit podes reparar el convertidor de tu autoelevador toyota
CODIGO 04321-20840-71
APLICA SERIE 8 NAFTA 4Y 32-8FG15, 32-8FG18, 32-8FG20, 32-8FG25, 32-8FG30
SERIE 8 DIESEL 1DZ 62-8FD15, 62-8FD18, 62-8FD20, 62-8DF25, 62-8DF30
SERIE 8 NAFTA 4Y 8FGU20, 8FGU25, 8FGU30
SERIE 8 DIESEL 1DZ 8FDU20, 8FDU25, 8FDU30
SERIE Z DIESEL 1DZ FDZN20, FDZN25, FDZN30
SERIE Z NAFTA 4Y FGZN20, FGZN25, FGZN30",04321-20840-71,JUEGO_JUNTAS_TRANSMISION_AUTOELEVADOR_TOYOTA_SERIE_8_2500KG_3000KG_1800KG.webp
Toyota,KIT_DE_VALVULAS_GLP_AUTOELEVADOR_TOYOTA_SERIE_8__Z_-_comprar_online.webp,KIT DE VALVULAS GLP AUTOELEVADOR TOYOTA SERIE 8 /Z,"Kit reparacion equipo GLP marca AISIN. CODIGO 2314-30L
CODIGO 04221-20470-71
Este modelo de se usan en Autoelevadores TOYOTA SERIE 8 / SERIE Z NAFTEROS MOTOR 4Y",2314-30L,KIT_DE_VALVULAS_GLP_AUTOELEVADOR_TOYOTA_SERIE_8_Z.webp
Toyota,PALANCA_MARCHAS_AUTOELEVADOR_TOYOTA_SERIE_7.webp,PALANCA MARCHAS AUTOELEVADOR TOYOTA SERIE 7,Aplica a los siguientes Modelos de Serie 7,,PALANCA_MARCHAS_AUTOELEVADOR_TOYOTA_SERIE_7.webp
Mitsubishi-Caterpillar,CONJUNTO_COMPLETO_BIELETA_EXTREMO_AUTOELEVADOR_CATERPILLAR_MITSUBISHI_-_comprar_online.webp,CONJUNTO COMPLETO BIELETA EXTREMO AUTOELEVADOR CATERPILLAR/MITSUBISHI,"Conjunto Extremo/Bieleta + Pernos + Bujes
Perno de 20mm y 17mm",,CONJUNTO_COMPLETO_BIELETA_EXTREMO_AUTOELEVADOR_CATERPILLAR_MITSUBISHI.webp
Mitsubishi-Caterpillar,TERMOSTATO_AUTOELEVADOR_MOTOR_MITSUBISHI_S4S_-_comprar_online.webp,TERMOSTATO AUTOELEVADOR MOTOR MITSUBISHI S4S,"Termostato Autoelevadores Motores MITSUBISHI S4S
CODIGO 31646-02200
MOTORES S6S-(Y3T)31TFL(W)/TCM,4DQ7,S4E(2),S4Q2,S6E(2),S4S,D04EG
76.5 GRADOS",31646-02200,TERMOSTATO_AUTOELEVADOR_MOTOR_MITSUBISHI_S4S.webp
Mitsubishi-Caterpillar,PALANCA_MARCHAS_AUTOELEVADOR_CATERPILLAR_MITSUBISHI.webp,PALANCA MARCHAS AUTOELEVADOR CATERPILLAR/MITSUBISHI,"Palanca Avance/Retroceso. MITSUBISHI
FD15-F16C FD18-F16C FD20-F18B
FD25-F18B FG20-F17B FG25-F17B
CATERPILLAR
DP25-6BP DP25K-AT18B GP20-5AP
GP25-6AP GP25K-AT17B",,PALANCA_MARCHAS_AUTOELEVADOR_CATERPILLAR_MITSUBISHI.webp
Mitsubishi-Caterpillar,FILTRO_GAS_GLP_LPG_AUTOELEVADOR_MITSUBISHI___CATERPILLAR_MOTOR_K21.webp,FILTRO GAS/GLP/LPG AUTOELEVADOR MITSUBISHI / CATERPILLAR MOTOR K21,"FILTRO GAS/GLP/LPG AUTOELEVADOR MITSUBISHI / CATERPILLAR MOTOR K21
CODIGO 91A65-00611",91A65-00611,FILTRO_GAS_GLP_LPG_AUTOELEVADOR_MITSUBISHI_CATERPILLAR_MOTOR_K21.webp
Mitsubishi-Caterpillar,CABLE_CORTE_TRANSMISION_INCHING_DESEMBRAGUE_AUTOELEVADOR_MITSUBISHI___CATERPILLAR.webp,CABLE CORTE TRANSMISION INCHING DESEMBRAGUE AUTOELEVADOR MITSUBISHI / CATERPILLAR,"CABLE CORTE TRANSMISION INCHING DESEMBRAGUE AUTOELEVADOR MITSUBISHI / CATERPILLAR
CODIGO 91A51-13200
LARGO TOTAL 853MM
Mit. FD20-25N(CF18C),FD30-35N(CF14E",91A51-13200,CABLE_CORTE_TRANSMISION_INCHING_DESEMBRAGUE_AUTOELEVADOR_MITSUBISHI_CATERPILLAR.webp
Mitsubishi-Caterpillar,KIT_BIELETA_EXTREMO_AUTOELEVADOR_MITSUBISHI_CATERPILLAR_AMBOS_PERNOS_17MM_-_comprar_online.webp,KIT BIELETA EXTREMO AUTOELEVADOR MITSUBISHI/CATERPILLAR AMBOS PERNOS 17MM,"Extremo direccion Bieleta con pernos de 17mm y bujes oscilantes Contiene guardapolvos de goma
CODIGO 91F43-00500XLB
Mit. FD20-30NT（CF18C/CF14E）",91F43-00500XLB,KIT_BIELETA_EXTREMO_AUTOELEVADOR_MITSUBISHI_CATERPILLAR_AMBOS_PERNOS_17MM.webp
Mitsubishi-Caterpillar,CARDAN_DE_BOMBA_HIDRAULICA_AUTOELEVADOR_MITSUBISHI_13_ESTRIAS_-_comprar_online.webp,CARDAN DE BOMBA HIDRAULICA AUTOELEVADOR MITSUBISHI 13 ESTRIAS,"CARDAN DE BOMBA HIDRAULICA AUTOELEVADOR MITSUBISHI 13 ESTRIAS
13 ESTRIAS
LARGO TOTAL 205-210 MM
CODIGO 91571-00070",91571-00070,CARDAN_DE_BOMBA_HIDRAULICA_AUTOELEVADOR_MITSUBISHI_13_ESTRIAS.webp
Mitsubishi-Caterpillar,KIT_FRENO_IZQUIERDO_AUTOELEVADOR_MITSUBISHI_-_TCM_-_NISSAN.webp,KIT FRENO IZQUIERDO AUTOELEVADOR MITSUBISHI - TCM - NISSAN,"KIT FRENO IZQUIERDO AUTOELEVADOR MITSUBISHI - TCM - NISSAN
Incluye todoa los items que figuran en la foto, lado IZQUIERDO
APLICACIONES:
TCM FD30T3( OLD ),FG30T3( OLD );
KOMATSU FD20-30-16/-17,FG20-30-16/-17;
MITSUBISHI FD20-25N(F18C),FG20-25N(F17D),FD30-35AN(F14E),FG30-35AN(F13F);
NISSAN L02 RH",,KIT_FRENO_IZQUIERDO_AUTOELEVADOR_MITSUBISHI_TCM_NISSAN.webp
Mitsubishi-Caterpillar,KIT_FRENO_DERECHO_AUTOELEVADOR_MITSUBISHI_-_TCM_-_NISSAN_-_comprar_online.webp,KIT FRENO DERECHO AUTOELEVADOR MITSUBISHI - TCM - NISSAN,"KIT FRENO DERECHO AUTOELEVADOR MITSUBISHI - TCM - NISSAN
Incluye todoa los items que figuran en la foto, lado DERECHO
APLICACIONES:
TCM FD30T3( OLD ),FG30T3( OLD );
KOMATSU FD20-30-16/-17,FG20-30-16/-17;
MITSUBISHI FD20-25N(F18C),FG20-25N(F17D),FD30-35AN(F14E),FG30-35AN(F13F);
NISSAN L02 RH",,KIT_FRENO_DERECHO_AUTOELEVADOR_MITSUBISHI_TCM_NISSAN.webp
Mitsubishi-Caterpillar,BOMBA_AGUA_AUTOELEVADOR_MOTOR_MITSUBISHI_S4Q2_-_comprar_online.webp,BOMBA AGUA AUTOELEVADOR MOTOR MITSUBISHI S4Q2,"Bomba de Agua Autoelevador MITSUBISHI S4Q2
CODIGO 32C45-00022
APLICACION MITSUBISHI / CATERPILLAR",32C45-00022,BOMBA_AGUA_AUTOELEVADOR_MOTOR_MITSUBISHI_S4Q2.webp
Mitsubishi-Caterpillar,TAMBOR_ARRANQUE_AUTOELEVADOR_MITSUBISHI_CATERPILLAR_-_comprar_online.webp,TAMBOR ARRANQUE AUTOELEVADOR MITSUBISHI/CATERPILLAR,"Tambor Arranque MITSUBISHI / CATERPILLAR
Ficha de 4 Pines
CODIGO 91A05-21400
FD20N
FD25N
FG25N
P5000
2PD5000",91A05-21400,TAMBOR_ARRANQUE_AUTOELEVADOR_MITSUBISHI_CATERPILLAR.webp
Mitsubishi-Caterpillar,FILTRO_HIDRAULICO_RETORNO_AUTOELEVADORES_MITSUBISHI___CATERPILLAR___NISSAN.webp,FILTRO HIDRAULICO RETORNO AUTOELEVADORES MITSUBISHI / CATERPILLAR / NISSAN,"Filtro Hidraulico para autoelevadores MITSUBISHI / CATERPILLAR
Mit. FD15-35
FG15-35
FD10-35AN
FG10-35AN
FD20-30TA
FB15-35K,
Nis. 1F2,L01/L02",,FILTRO_HIDRAULICO_RETORNO_AUTOELEVADORES_MITSUBISHI_CATERPILLAR_NISSAN.webp
Mitsubishi-Caterpillar,BOMBA_CONVERTIDOR_TRANSMISION_AUTOELEVADOR_MITSUBISHI___CATERPILLAR___NISSAN.webp,BOMBA CONVERTIDOR TRANSMISION AUTOELEVADOR MITSUBISHI / CATERPILLAR / NISSAN,"Bomba de convertidor o transmisión Autoelevadores Caterpillar / Mitsubishi / Nissan
CODIGO 91A24-10030
30 Estrias
31.7mm Diametro eje estrias
P5000 GP25ZNT 2PD5000 GP20ZNT
FG20NN FG25NM FG20NM UL02",91A24-10030,BOMBA_CONVERTIDOR_TRANSMISION_AUTOELEVADOR_MITSUBISHI_CATERPILLAR_NISSAN.webp
Mitsubishi-Caterpillar,KIT_DIAFRAGMAS_EQUIPO_NIKKI_AUTOELEVADOR_CATERPILLAR___MITSUBISHI_-_comprar_online.webp,KIT DIAFRAGMAS EQUIPO NIKKI AUTOELEVADOR CATERPILLAR / MITSUBISHI,"Kit reparacion equipo GLP marca NIKKI. Este modelo de se usan en Autoelevadores CATERPILLAR
MITSUBISHI",,KIT_DIAFRAGMAS_EQUIPO_NIKKI_AUTOELEVADOR_CATERPILLAR_MITSUBISHI.webp
Mitsubishi-Caterpillar,BOMBA_FRENO_AUTOELEVADOR_CATERPILLAR_MITSUBISHI_1.5TN-3.0TN_-_comprar_online.webp,BOMBA FRENO AUTOELEVADOR CATERPILLAR/MITSUBISHI 1.5TN-3.0TN,"Bomba de freno para autoelevador CATERPILLAR/ MITSUBISHI.
91A46-10100 Diametro 3/4
Aplica a Modelos
P5000 2PD5000 DP25NT P6000 P6500
DP30NT FG25NM FG20NM 2PD6000 P4000",,BOMBA_FRENO_AUTOELEVADOR_CATERPILLAR_MITSUBISHI_1.5TN_3.0TN.webp
Mitsubishi-Caterpillar,CARBURADOR_AUTOELEVADOR_MOTOR_NISSAN_K21_K25_H20_H25-_HELI-_MITSUBISHI-LONKING-LIUGONG-TCM_-_comprar_online.webp,CARBURADOR AUTOELEVADOR MOTOR NISSAN K21 K25 H20 H25- HELI- MITSUBISHI-LONKING-LIUGONG-TCM,"Carburador aplica a motores NISSAN K21 K25 H20 H25
Estas marcas utilizan este carburador
MITSUBISHI CATERPILLAR TCM NISSAN KOMATSU
HELI LIUGONG LONKING MAXIMAL BAOLI",,CARBURADOR_AUTOELEVADOR_MOTOR_NISSAN_K21_K25_H20_H25_HELI_MITSUBISHI_LONKING_LIUGONG_TCM.webp
Mitsubishi-Caterpillar,FILTRO_TRANSMSION_AUTOELEVADOR_CATERPILLAR_MITSUBISHI_-_comprar_online.webp,FILTRO TRANSMSION AUTOELEVADOR CATERPILLAR/MITSUBISHI,"Filtro Transmsion CODIGO 91A24-08201
CATERPILLAR
P5000 2PD5000 DP25N DP25NT GP25NT GP18N GP15NT DP45N 2P6000 2PD6000",91A24-08201,FILTRO_TRANSMSION_AUTOELEVADOR_CATERPILLAR_MITSUBISHI.webp
Mitsubishi-Caterpillar,PALANCA_DE_MARCHAS_AUTOELEVADOR_CATERPILLAR_MITSUBISHI.webp,PALANCA DE MARCHAS AUTOELEVADOR CATERPILLAR/MITSUBISHI,"aplica para autoelevadores MITSUBISHI / CATERPILLAR
FD20N",,PALANCA_DE_MARCHAS_AUTOELEVADOR_CATERPILLAR_MITSUBISHI.webp
Mitsubishi-Caterpillar,KIT_SELLOS_JUNTAS_AROS_RETENES_TRANSMSION_AUTOELEVADOR_CATERPILLAR_MITSUBISHI_-_comprar_online.webp,KIT SELLOS JUNTAS AROS RETENES TRANSMSION AUTOELEVADOR CATERPILLAR/MITSUBISHI,"KIT SELLOS JUNTAS AROS RETENES TRANSMSION AUTOELEVADOR CATERPILLAR/MITSUBISHI
Aplica a
CATERPILLAR P5000, P6000 , DP25NT",,KIT_SELLOS_JUNTAS_AROS_RETENES_TRANSMSION_AUTOELEVADOR_CATERPILLAR_MITSUBISHI.webp
Mitsubishi-Caterpillar,TAPA_DISTRIBUIDOR_AUTOELEVADOR_CON_MOTOR_CATERPILLAR_MITSUBISHI_4G63_4G64_-_comprar_online.webp,TAPA DISTRIBUIDOR AUTOELEVADOR CON MOTOR CATERPILLAR/MITSUBISHI 4G63/4G64,"TAPA DISTRIBUIDOR AUTOELEVADOR CON MOTOR CATERPILLAR/MITSUBISHI 4G63/4G64
CODIGO MD618364",MD618364,TAPA_DISTRIBUIDOR_AUTOELEVADOR_CON_MOTOR_CATERPILLAR_MITSUBISHI_4G63_4G64.webp
Mitsubishi-Caterpillar,RADIADOR_AUTOELEVADOR_MITSUBISHI___CATERPILLAR___NISSAN___HELI.webp,RADIADOR AUTOELEVADOR MITSUBISHI / CATERPILLAR / NISSAN / HELI,"RADIADOR AUTOELEVADOR MITSUBISHI / CATERPILLAR / NISSAN / HELI
CODIGO 91E01-00010
MITSUBISHI. S4S/FD20-30NT(F18C,F14E),FG15-30NT
K15,K21,K25,L01/L02
MEDIDAS
Distancia Entre Centros de Fijacion OREJAS 590mm
Ancho Panel 450mm
Alto Panel 445mm
Altura Maxima 520mm",91E01-00010,RADIADOR_AUTOELEVADOR_MITSUBISHI_CATERPILLAR_NISSAN_HELI.webp
Mitsubishi-Caterpillar,MAZA_DE_RUEDA_AUTOELEVADOR_MITSUBISHI___CATERPILLAR_2500KG.webp,MAZA DE RUEDA AUTOELEVADOR MITSUBISHI / CATERPILLAR 2500KG,"MAZA DE RUEDA AUTOELEVADOR MITSUBISHI / CATERPILLAR 2500KG
CODIGO 91E43-10800
Mit. FD20-30N（CF18C/CF14E/F18C/F14E）,Nissan L02",91E43-10800,MAZA_DE_RUEDA_AUTOELEVADOR_MITSUBISHI_CATERPILLAR_2500KG.webp
Mitsubishi-Caterpillar,ARRANQUE_AUTOELEVADOR_MOTOR_S4S_MITSUBISHI.webp,ARRANQUE AUTOELEVADOR MOTOR S4S MITSUBISHI,"Arranque autoelevador con motor Mitsubishi S4s
CODIGO 32A66-10101
10 DIENTES",32A66-10101,ARRANQUE_AUTOELEVADOR_MOTOR_S4S_MITSUBISHI.webp
Heli,Palanca_de_marchas_inversora_para_autoelevador_Heli_serie_H2000_ficha_3_pines_codigo_A73J2-41302_RDA_Repuestos_Caseros.webp,PALANCA MARCHAS AUTOELEVADOR HELI SERIE H2000 (1.8TN - 3.0 TN) - C,"¿Tu autoelevador no realiza el cambio de marcha o la palanca quedó trabada? La palanca inversora es el componente eléctrico crítico que envía la señal a los solenoides de la transmisión. El código A73J2-41302 está diseñado para soportar el uso intensivo en logística, garantizando una conmutación precisa y eliminando fallas de contacto que detienen la operación.
CODIGO A73J2-41302
Medidas:
Ficha de Conexión: 3 Pines (Ajuste rápido).
Montaje: Columna de dirección (Lado izquierdo).
Operación: Gatillo de seguridad integrado para evitar cambios accidentales.
🚜 Aplica a modelos:
Diseñado para la línea de mayor rotación de Heli y equipos compatibles:
Heli: Serie H2000 (Modelos de 1.8TN a 3.0TN).
Heli: CPCD18, CPCD20, CPCD25, CPCD30.
Otros: Equipos de origen chino que utilicen la misma configuración de ficha de 3 pines.
⚙️ Aplica a motores:
Compatible con transmisiones automáticas asociadas a:
Xinchai: C490BPG / A490BPG.
Isuzu: C240 / 4JG2.
Nissan: K21 / K25.
Otros: Motores diésel y nafta/GNC de la serie H2000.
🔄 Códigos compatibles:
A73J2-41302, A73J241302, HELI-H2000-3P.
❓ Preguntas Frecuentes:
¿Vida útil y reemplazo?
Se recomienda el reemplazo ante fallas intermitentes en la señal de avance o retroceso.
El componente es una unidad sellada de alta durabilidad, diseñada para resistir vibraciones y polvo ambiental.
🛠️ Aplicación y beneficios:
Control crítico para la agilidad de tu flota. Esta palanca premium de 3 pines asegura que la transmisión responda de forma inmediata, evitando demoras en las maniobras de carga y garantizando la seguridad del operario en rampas y espacios reducidos.
💡 TIP TÉCNICO:",A73J2-41302,Palanca_de_marchas_inversora_para_autoelevador_Heli_serie_H2000_ficha_3_pines_codigo_A73J2_41302_RDA_Repuestos_Caseros.webp
Heli,RETEN_MAZA_DELANTERA_AUTOELEVADOR_HELI_2.5TN_-_comprar_online.webp,RETEN MAZA DELANTERA AUTOELEVADOR HELI 2.5TN,"RETEN MAZA DELANTERA AUTOELEVADOR HELI 2.5TN
CODIGO Z6311-10014
HG40692-100012512-01
G9877P1-100012512-01
26351-01004
A293813,4674443
APLICACIONES
HELI
Baoli
JAC
Maximal. CPCD10-35
CPC10-35,CPD10-35
HC R CPCD10-18,HC A,J CPD10-18,XF CPCD50-70,
Doosan D20-30G,G20-30",Z6311-10014,RETEN_MAZA_DELANTERA_AUTOELEVADOR_HELI_2.5TN.webp
Heli,KIT_PERNOS_-_BUJES_OSCILANTES_AUTOELEVADORES_HELI_-_LONKING.webp,KIT PERNOS - BUJES OSCILANTES AUTOELEVADORES HELI - LONKING,"CONTIENE 4 PERNOS 16MM DIAMETRO + 4 BUJES OSCILANTES
DIAMETRO EXTERIOR BUJE 27MM
CODIGO A21B4-32261A/H24C4-32061",A21B4-32261A,KIT_PERNOS_BUJES_OSCILANTES_AUTOELEVADORES_HELI_LONKING.webp
Heli,PUNTA_EJE_DERECHA_AUTOELEVADOR_HELI_2500KG_3000KG.webp,PUNTA EJE DERECHA AUTOELEVADOR HELI 2500KG 3000KG,"PUNTA EJE DERECHA AUTOELEVADOR HELI 2500KG 3000KG
CODIGO H24C4-32182
APLICACION AUTOELEVADORES HELI",H24C4-32182,PUNTA_EJE_DERECHA_AUTOELEVADOR_HELI_2500KG_3000KG.webp
Heli,Punta_de_eje_izquierda_para_autoelevador_Heli_capacidad_2500_kg_y_3000_kg.webp,PUNTA EJE IZQUIERDA AUTOELEVADOR HELI 2500KG 3000KG,"PUNTA EJE IZQUIERDA AUTOELEVADOR HELI 2500KG 3000KG
CODIGO H24C4-32172
APLICACION AUTOELEVADORES HELI",H24C4-32172,Punta_de_eje_izquierda_para_autoelevador_Heli_capacidad_2500_kg_y_3000_kg.webp
Heli,KIT_X2_CILINDROS_DE_RUEDA_AUTOELEVADOR_HELI_2.5TN_-_comprar_online.webp,KIT X2 CILINDROS DE RUEDA AUTOELEVADOR HELI 2.5TN,"KIT X2 CILINDROS DE RUEDA AUTOELEVADOR HELI 2.5TN
CODIGO 22673-72031,22673-72041
Derecho e Izquierdo
TCM FD20-25Z5(Early),FG20-25N5(Early),FD20-25T6(Early),FG20-25T6(Early)
CPCD20-25,CPC20-25,CPD20-25,
Toy. 6FD20-30,6FG20-30,6FDA20-30,6FGA20-30,6FDF20-30,6FGF20-30,,6FDU20-30,6FGU20-30,6FDN20-30,6FB20",22673-72031,KIT_X2_CILINDROS_DE_RUEDA_AUTOELEVADOR_HELI_2.5TN.webp
Heli,DEPOSITO_TANQUE_AGUA_AUTOELEVADOR_HELI_SERIE_H_2500KG_3000KG.webp,DEPOSITO TANQUE AGUA AUTOELEVADOR HELI SERIE H 2500KG 3000KG,"Deposito Tanque Liquido REFRIGERANTE
CODIGO H24C2-10201
TCM FD/G20-45,H2000/1-3T,TEU FD/G15-50",H24C2-10201,DEPOSITO_TANQUE_AGUA_AUTOELEVADOR_HELI_SERIE_H_2500KG_3000KG.webp
Heli,MAZA_EJE_TRASERO_AUTOELEVADOR_HELI_2500KG_3000KG.webp,MAZA EJE TRASERO AUTOELEVADOR HELI 2500KG 3000KG,"MAZA EJE TRASERO AUTOELEVADOR HELI 2500KG 3000KG
CODIGO A21B4-32241
APLICA A MUCHOS AUTOELEVADORES CHINOS",A21B4-32241,MAZA_EJE_TRASERO_AUTOELEVADOR_HELI_2500KG_3000KG.webp
Heli,KIT_REPARACION_CILINDRO_RUEDA_AUTOELEVADOR_HELI_2.5TN_-_comprar_online.webp,KIT REPARACION CILINDRO RUEDA AUTOELEVADOR HELI 2.5TN,"KIT REPARACION CILINDRO RUEDA AUTOELEVADOR HELI 2.5TN
CODIGO 22673-79801
APLICACION
TCM FD20-30Z5/Z8/T6/C6/T7/C7/W6/W7/T3C/T4C,FG20-30N5/Z8/T6/C6/T7/C7/W6/W7/T3C/T4C,FB30-6/-7/-8
HELICPCD20-30,CPC20-30
HYSTER B226(J2.50EX),H2.00-3.00DX
TOYOTA. 7-8FBCU20-32,7-8FGCU20-32,5FD30(9209-9401),5FG30(9209-9401)
LINDE 1218,1283
KOMATSU. FD20-30-11/-12/-14,FG20-30-11/-12/-14
MITSUBISHI. FD20-25(F18B),FG20-25(F17B),FD30-A35(F14C),FG30-A35(F13D),FD20-30TA,
EP FD20-30,FG20-30
Tailift FD30-35,FG30-35",22673-79801,KIT_REPARACION_CILINDRO_RUEDA_AUTOELEVADOR_HELI_2.5TN.webp
Heli,KIT_FRENO_IZQUIERDO_AUTOELEVADOR_HELI_2500KG_-_comprar_online.webp,KIT FRENO IZQUIERDO AUTOELEVADOR HELI 2500KG,"KIT FRENO IZQUIERDO AUTOELEVADOR HELI - Incluye todoa los items que figuran en la foto, lado IZQUIERDO
KIT FRENO IZQ HELI 20-25 LH EQUIPO:
AUTOELEVADOR MARCA MAQUINA:
HELI MODELO MAQUINA: TCM FD20~25Z5/T6/T6N,FG20~25N5/T6/T6N
HELI,JAC,MAXIMAL,BAOLI CPCD20~25,CPC20~25,CPD20~25 LH",,KIT_FRENO_IZQUIERDO_AUTOELEVADOR_HELI_2500KG.webp
Heli,PALANCA_MARCHAS_AUTOELEVADOR_HELI_SERIE_H2000_2500KG_3000KG_-_comprar_online.webp,PALANCA MARCHAS AUTOELEVADOR HELI SERIE H2000 2500KG 3000KG,"Palanca MARCHAS / AVANCE RETROCESO Autoelvadores HELI. CODIGO A-LB32-402A-0377A
APLICACION
HELI H2000 Series CPC10~35,CPCD10~35,CPQ10~35,CPQD10~35",A-LB32-402A-0377A,PALANCA_MARCHAS_AUTOELEVADOR_HELI_SERIE_H2000_2500KG_3000KG.webp
Heli,BOMBA_FRENO_AUTOELEVADOR_HELI_SERIE_H3_2500KG_3500KG_3000KG_-_comprar_online.webp,BOMBA FRENO AUTOELEVADOR HELI SERIE H3 2500KG 3500KG 3000KG,"Bomba de freno para autoelevador HELI.
BOMBA FRENO HELI H3 CPCD20-35",,BOMBA_FRENO_AUTOELEVADOR_HELI_SERIE_H3_2500KG_3500KG_3000KG.webp
Heli,SOLENOIDE_TRANSMISION_AUTOELEVADOR_HELI_2500KG__3000KG__1800KG_AVANCE_RETROCESO.webp,SOLENOIDE TRANSMISION AUTOELEVADOR HELI 2500KG /3000KG /1800KG AVANCE/RETROCESO,"Valvula marchas autoelevador HELI H2000
Dicho solenoide tambien es usados en muchos autoelevadore Chinos.",,SOLENOIDE_TRANSMISION_AUTOELEVADOR_HELI_2500KG_3000KG_1800KG_AVANCE_RETROCESO.webp
Heli,KIT_FILTROS_HIDRAULICOS_AUTOELEVADOR_HELI_H2000_-_1.5TN_A_3.0TN.webp,KIT FILTROS HIDRAULICOS AUTOELEVADOR HELI H2000 - 1.5TN A 3.0TN,"Kit Filtros hidraulicos Autoelevadores HELI H2000 Series
De 1.5TN a 3.0TN Diesel / Nafta
CONTIENE
1 FIltro Hidraulico Retorno CODIGO H24C7-50201
1 Filtro Hidraulico Succion CODIGO H24C7-50302",H24C7-50201,KIT_FILTROS_HIDRAULICOS_AUTOELEVADOR_HELI_H2000_1.5TN_A_3.0TN.webp
Heli,BOMBA_HIDRAULICA_AUTOELEVADOR_HELI_ISUZU_C240___BAOLI___MAXIMAL_-_comprar_online.webp,BOMBA HIDRAULICA AUTOELEVADOR HELI ISUZU C240 / BAOLI / MAXIMAL,"Bomba hidraulica autoelevador HELI
10Dientes
31.5ml/rad
Giro Izquierdo
CODIGOS ,H25S7-10001
SGP1A30.8D2H9-L253C,0009812238,M3037608200（
CBTZ-F32-AGφ10L),0009812526,HC1CU57-10301,SGP1A31.9D2H9-L438T,F31C7-10401,CBHZ-F31.5-ALφL
HELI CPCD20 / CPCD25W7/W9/WSI C240PKJ-17
HELI CPCD20/25/30/35 WS1 C240PKJ-30
TCM FHD18T3/C3Z C240PKJ-32,
TCMFD20-30Z5/T6/T3/T3CZ C240PKJ,
Baoli CPCD20-35 C240,
HELI CPCD30-35 C240PKJ,
Baoli T CPCD20-304TNE98,F CPCD20-25 4TNE92,CPCD30-35 4TNE98,KB KB20-304TNE98,
Tailift FD15-25 C240
Para saber el modelo y serie de tu autoelevador , en la parte delantera del mismo
hay una chapa identificatoria , donde indica MODELO Y SERIE.
Si tenes Alguna duda , pasanos esa foto por Whasapp 📢 ¿POR QUÉ ELEGIR RDA.AR ?
✅ Desde 2017 trabajamos con responsabilidad y compromiso para ofrecerte repuestos de AUTOELEVADORES de la mejor calidad.
💯 100% al servicio de nuestros clientes 💯
---------------------------------------------------------
📜 FACTURACIÓN: Hacemos factura A y B.
📦 ENVÍOS:
🚚 Envíos a todo el país.
⚡ Envíos en 24 hs en todo AMBA.
📦 Envíos inmediatos para que recibas tu pedido sin demoras.
----------------------------------------------------------
📍",,BOMBA_HIDRAULICA_AUTOELEVADOR_HELI_ISUZU_C240_BAOLI_MAXIMAL.webp
Heli,BOMBA_FRENO_AUTOELEVADOR_HELI_1.5TN-3.0TN_-_comprar_online.webp,BOMBA FRENO AUTOELEVADOR HELI 1.5TN-3.0TN,"Bomba de freno para autoelevador HELI.
Tambien es compatible con otras marcas de Autoelevadores Chinos
Maximal- Lonking-Liugong - Baoli
Dimetro 3/4
Aplica a Modelos
CPCD18 CPCD20 CPCD25 CPCD30 CPQD18
CPQD20 CPQD25 CPQD30 CPDC15 CPQD15",,BOMBA_FRENO_AUTOELEVADOR_HELI_1.5TN_3.0TN.webp
